action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,376974,17751035,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(C(=O)OCCN(C)C)C(c2ccccc2)c2c(nc3c(c2N)CC(F)(F)CC3)N1,,,CHEMBL3886606,,2016.0,"{'bei': '15.52', 'le': '0.29', 'lle': '3.15', 'sei': '8.53'}",CHEMBL3891315,,CHEMBL3891315,6.87,0,http://www.openphacts.org/units/Nanomolar,2868936,=,37,1,=,,IC50,nM,,136.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,136.0
,376975,17751036,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '17.39', 'le': '0.32', 'lle': '3.26', 'sei': '6.10'}",CHEMBL3986650,,CHEMBL3986650,7.35,0,http://www.openphacts.org/units/Nanomolar,2868937,=,37,1,=,,IC50,nM,,45.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,45.0
,376976,17751037,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '11.97', 'le': '0.22', 'lle': '0.74', 'sei': '4.34'}",CHEMBL3944088,,CHEMBL3944088,5.22,0,http://www.openphacts.org/units/Nanomolar,2868938,=,37,1,=,,IC50,nM,,5960.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,5960.0
,376977,17751038,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(C(=O)OC(C)C)C(c2ccccc2Cl)c2c(nc3c(c2N)CC(C)(C)CC3)N1,,,CHEMBL3886606,,2016.0,"{'bei': '12.54', 'le': '0.24', 'lle': '-0.10', 'sei': '7.14'}",CHEMBL3919972,,CHEMBL3919972,5.52,0,http://www.openphacts.org/units/Nanomolar,2868939,=,37,1,=,,IC50,nM,,3030.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,3030.0
,376978,17751039,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1=C(C(=O)OC(C)C)C(c2cccc(Cl)c2)c2c(nc3c(c2N)CC(C)(C)CC3)N1,,,CHEMBL3886606,,2016.0,"{'bei': '11.73', 'le': '0.23', 'lle': '-0.46', 'sei': '6.68'}",CHEMBL3938676,,CHEMBL3938676,5.16,0,http://www.openphacts.org/units/Nanomolar,2868940,=,37,1,=,,IC50,nM,,6918.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,6918.0
,376979,17751040,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(F)c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '14.01', 'le': '0.26', 'lle': '1.03', 'sei': '7.43'}",CHEMBL3968230,,CHEMBL3968230,5.74,0,http://www.openphacts.org/units/Nanomolar,2868941,=,37,1,=,,IC50,nM,,1836.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1836.0
,376980,17751041,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,C=CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(F)c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '13.64', 'le': '0.25', 'lle': '0.87', 'sei': '7.44'}",CHEMBL3896153,,CHEMBL3896153,5.75,0,http://www.openphacts.org/units/Nanomolar,2868942,=,37,1,=,,IC50,nM,,1780.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1780.0
,376981,17751042,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc(F)c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '13.70', 'le': '0.25', 'lle': '1.42', 'sei': '7.44'}",CHEMBL3920662,,CHEMBL3920662,5.75,0,http://www.openphacts.org/units/Nanomolar,2868943,=,37,1,=,,IC50,nM,,1792.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1792.0
,376982,17751043,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,C#CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cccc([N+](=O)[O-])c1)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '12.80', 'le': '0.24', 'lle': '1.62', 'sei': '4.75'}",CHEMBL3981703,,CHEMBL3981703,5.71,0,http://www.openphacts.org/units/Nanomolar,2868944,=,37,1,=,,IC50,nM,,1928.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1928.0
,376983,17751044,[],CHEMBL3888161,"Inhibition Assay: Procedure: 48 Ml 1xReaction Buffer was initially added to each compound test well in the 96-well black plate arranged, followed by addition of 2 Ml 100xcompound solution; the test for each concentration was performed in duplicate. To the positive control well, 2 Ml DMSO+48 Ml 1xReaction Buffer were added; while 100 Ml 20 Mm H2O2 working solution was directly added to the positive validation well. To the negative control well, 2 Ml DMSO+98 Ml 1xReaction Buffer were added, and each test was performed in duplicate. 50 Ml 4xAchE application solution was added to each of the compound test wells and the positive control wells. 100 Ml 2xworking solution was added to each of all the wells and mixed until homogenous. The enzymatic reaction was started with the volume of the overall reaction system reaching 200 Ml, which resulted in the final concentrations of the compound solution of 10 umol/L, 2 umol/L, 0.4 umol/L, 0.08 umol/L, 0.016 umol/L, 0.0032 umol/L and 0.064 umol/L.",B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)C1=C(C)N(C)c2nc3c(c(N)c2C1c1ccccc1Cl)CC(C)(C)CC3,,,CHEMBL3886606,,2016.0,"{'bei': '13.02', 'le': '0.25', 'lle': '0.48', 'sei': '8.37'}",CHEMBL3911730,,CHEMBL3911730,5.73,0,http://www.openphacts.org/units/Nanomolar,2868945,=,37,1,=,,IC50,nM,,1860.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1860.0
,,17966705,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '13.61', 'le': '0.25', 'lle': '1.34', 'sei': '9.12'}",CHEMBL4093408,,CHEMBL4093408,4.63,0,http://www.openphacts.org/units/Nanomolar,2977100,=,1,1,=,,IC50,nM,,23200.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,23.2
,,17966706,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.61', 'le': '0.23', 'lle': '0.79', 'sei': '8.80'}",CHEMBL4065799,,CHEMBL4065799,4.47,0,http://www.openphacts.org/units/Nanomolar,2977101,=,1,1,=,,IC50,nM,,33860.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,33.86
,,17966707,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCN(C)C,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3994591,Eur J Med Chem,2017.0,,CHEMBL4085671,,CHEMBL4085671,,0,http://www.openphacts.org/units/Nanomolar,2977102,=,1,1,=,,IC50,nM,,100500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,100.5
,,17966708,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.72', 'le': '0.22', 'lle': '0.02', 'sei': '8.82'}",CHEMBL4103604,,CHEMBL4103604,4.48,0,http://www.openphacts.org/units/Nanomolar,2977103,=,1,1,=,,IC50,nM,,33020.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,33.02
,,17966709,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.80', 'le': '0.24', 'lle': '0.23', 'sei': '9.99'}",CHEMBL4063045,,CHEMBL4063045,5.08,0,http://www.openphacts.org/units/Nanomolar,2977104,=,1,1,=,,IC50,nM,,8400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,8.4
,,17966710,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.89', 'le': '0.22', 'lle': '-0.58', 'sei': '9.94'}",CHEMBL4084714,,CHEMBL4084714,5.05,0,http://www.openphacts.org/units/Nanomolar,2977105,=,1,1,=,,IC50,nM,,8950.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,8.95
,,17966711,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN(C)C,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.05', 'le': '0.21', 'lle': '-1.41', 'sei': '9.85'}",CHEMBL4086323,,CHEMBL4086323,5.00,0,http://www.openphacts.org/units/Nanomolar,2977106,=,1,1,=,,IC50,nM,,9930.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,9.93
,,17966712,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.90', 'le': '0.22', 'lle': '0.32', 'sei': '8.64'}",CHEMBL4064846,,CHEMBL4064846,4.39,0,http://www.openphacts.org/units/Nanomolar,2977107,=,1,1,=,,IC50,nM,,41060.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,41.06
,,17966725,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.09', 'le': '0.23', 'lle': '0.16', 'sei': '9.10'}",CHEMBL4078463,,CHEMBL4078463,4.62,0,http://www.openphacts.org/units/Nanomolar,2977108,=,1,1,=,,IC50,nM,,23720.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,23.72
,,17966726,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.05', 'le': '0.21', 'lle': '-0.47', 'sei': '8.62'}",CHEMBL4102718,,CHEMBL4102718,4.38,0,http://www.openphacts.org/units/Nanomolar,2977109,=,1,1,=,,IC50,nM,,41630.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,41.63
,,17966727,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '11.50', 'le': '0.21', 'lle': '-0.52', 'sei': '9.29'}",CHEMBL4067562,,CHEMBL4067562,4.72,0,http://www.openphacts.org/units/Nanomolar,2977110,=,1,1,=,,IC50,nM,,18980.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,18.98
,,17966728,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '13.51', 'le': '0.25', 'lle': '0.11', 'sei': '11.29'}",CHEMBL4094981,,CHEMBL4094981,5.74,0,http://www.openphacts.org/units/Nanomolar,2977111,=,1,1,=,,IC50,nM,,1830.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,1.83
,,17966729,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.96', 'le': '0.24', 'lle': '-0.54', 'sei': '11.55'}",CHEMBL4105158,,CHEMBL4105158,5.87,0,http://www.openphacts.org/units/Nanomolar,2977112,=,1,1,=,,IC50,nM,,1360.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,1.36
,,17966730,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCCCCCCOc1ccc(/C=C/C(=O)Nc2ccccc2)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '10.04', 'le': '0.19', 'lle': '-2.36', 'sei': '9.50'}",CHEMBL4087300,,CHEMBL4087300,4.83,0,http://www.openphacts.org/units/Nanomolar,2977113,=,1,1,=,,IC50,nM,,14920.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,14.92
,,17966731,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C=C/c1ccc(OCCCCCCN(CC)CC)c(OC)c1,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '15.13', 'le': '0.29', 'lle': '1.16', 'sei': '11.90'}",CHEMBL4072405,,CHEMBL4072405,5.71,0,http://www.openphacts.org/units/Nanomolar,2977114,=,1,1,=,,IC50,nM,,1940.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,1.94
,,17966732,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCCOc1ccc(/C=C/C(=O)O)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '15.95', 'le': '0.30', 'lle': '1.50', 'sei': '9.45'}",CHEMBL4099340,,CHEMBL4099340,5.57,0,http://www.openphacts.org/units/Nanomolar,2977115,=,1,1,=,,IC50,nM,,2670.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,2.67
,,17966733,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C=C/c1ccc(OCCCCCCCCN(CC)CC)c(OC)c1,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '14.32', 'le': '0.27', 'lle': '0.48', 'sei': '12.10'}",CHEMBL4087978,,CHEMBL4087978,5.81,0,http://www.openphacts.org/units/Nanomolar,2977116,=,1,1,=,,IC50,nM,,1560.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,1.56
,,17966734,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCCCCCCOc1ccc(/C=C/C(=O)O)cc1OC,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '14.56', 'le': '0.28', 'lle': '0.65', 'sei': '9.32'}",CHEMBL4059684,,CHEMBL4059684,5.50,0,http://www.openphacts.org/units/Nanomolar,2977117,=,1,1,=,,IC50,nM,,3180.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,3.18
,,17966735,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCN1CCCCC1,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.38', 'le': '0.23', 'lle': '0.50', 'sei': '9.28'}",CHEMBL4095695,,CHEMBL4095695,4.71,0,http://www.openphacts.org/units/Nanomolar,2977118,=,1,1,=,,IC50,nM,,19400.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,19.4
,,17966736,[],CHEMBL3995304,Inhibition of acetylcholinesterase (unknown origin) using acetylthiocholine iodide as substrate after 25 mins by Ellmann method,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCN1CCCCC1,,,CHEMBL3994591,Eur J Med Chem,2017.0,"{'bei': '12.27', 'le': '0.23', 'lle': '0.24', 'sei': '9.53'}",CHEMBL4068340,,CHEMBL4068340,4.84,0,http://www.openphacts.org/units/Nanomolar,2977119,=,1,1,=,,IC50,nM,,14480.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,umol/L,UO_0000065,,14.48
